cba_id,source,filename,filepath,employer,union,state_abbrev,state_name,state_fips,sector,naics,naics_description,effective_date,expiration_date,n_workers,multi_state,metadata_source,also_in_dol,also_in_cornell,mistral_contract_year,mistral_naics,mistral_n_occupations,mistral_mean_wage,mistral_median_wage,mistral_step_up
Cornell_RetailEd_6178_008b173f010_08.pdf,Cornell_RetailEd,6178_008b173f010_08.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b173f010_08.pdf,"Safeway Stores, Inc.","International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America, Local 878",AR,Arkansas,05,Private,44511,Supermarkets and Grocery Stores,1983-06-05,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b185f003_05.pdf,Cornell_RetailEd,6178_008b185f003_05.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b185f003_05.pdf,Board of Education of Montgomery County,Montgomery County Council of Supporting Services Employees,MD,Maryland,24,Public,61111,Elementary and Secondary Schools,1987-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b174f022_04.pdf,Cornell_RetailEd,6178_008b174f022_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b174f022_04.pdf,,"Retail Clerks Union, Local 201",OR,Oregon,41,,44511,Supermarkets and Grocery Stores,1979-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b172f001_01.pdf,Cornell_RetailEd,6178_008b172f001_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b172f001_01.pdf,"Standard Brands Paint Co., Inc.","Retail Clerks Union, Locals 137, 324, 428, 588, 770, 775, 870, 899, 905, 1119, 1167, 1179, 1222, 1288, 1428 and 1442",CA,California,06,Private,44511,Supermarkets and Grocery Stores,1975-10-06,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f011_04.pdf,Cornell_RetailEd,6178_009b130f011_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f011_04.pdf,"Automobile Dealers, Garage Owners","Automobile and Aircraft Mechanics, Local 776, I. A. of M.",,,,Private,44111,New Car Dealers,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_003b017f002_01.pdf,Cornell_RetailEd,6178_003b017f002_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_003b017f002_01.pdf,The Great Atlantic & Pacific Tea Company,"Amalgamated Food Employees Union, Local No. 590",PA,Pennsylvania,42,Private,44511,Supermarkets and Grocery Stores,1959-07-12,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b179f001_02.pdf,Cornell_RetailEd,6178_008b179f001_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b179f001_02.pdf,Pittsburgh Board of Public Education,"Pittsburgh Federation of Teachers, Local 400",PA,Pennsylvania,42,Public,61111,Elementary and Secondary Schools,1980-09-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b181f001_02.pdf,Cornell_RetailEd,6178_008b181f001_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b181f001_02.pdf,"The School Board of Broward County, Florida",Federation of Public Employees,FL,Florida,12,Public,61111,Elementary and Secondary Schools,1985-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_017b032f008_02.pdf,Cornell_RetailEd,6178_017b032f008_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_017b032f008_02.pdf,,"Retail Clerks International Protective Association, Local 195",IL,Illinois,17,Private,44511,Supermarkets and Grocery Stores,1930-04-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b187f010_08.pdf,Cornell_RetailEd,6178_008b187f010_08.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b187f010_08.pdf,"Phoenix Union High School District, No. 210",Classroom Teachers Association (CTA),AZ,Arizona,04,Public,61111,Elementary and Secondary Schools,1986-09-04,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b188f004_07.pdf,Cornell_RetailEd,6178_008b188f004_07.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b188f004_07.pdf,"Wichita Public Schools, Board of Education, Unified School District No. 259",NEA-Wichita,KS,Kansas,20,Public,61111,Elementary and Secondary Schools,1988-08-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b176f013_03.pdf,Cornell_RetailEd,6178_008b176f013_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b176f013_03.pdf,"First National Supermarkets, Inc.","United Food and Commercial Workers Union, Local 371",CT,Connecticut,09,Private,44511,Supermarkets and Grocery Stores,1979-03-05,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b174f023_01.pdf,Cornell_RetailEd,6178_008b174f023_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b174f023_01.pdf,,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local 653",MN,Minnesota,27,,44521,Meat Markets,1959-03-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_003b017f007_04.pdf,Cornell_RetailEd,6178_003b017f007_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_003b017f007_04.pdf,Chain and Independent Food Stores,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local Union No. 88",MO,Missouri,29,Private,44511,Supermarkets and Grocery Stores,1972-01-30,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b186f004_02.pdf,Cornell_RetailEd,6178_008b186f004_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b186f004_02.pdf,Los Angeles Unified School District,"Los Angeles City and County School Employees Union, Local 99, SEIU, AFL/CIO",CA,California,06,Public,61111,Elementary and Secondary Schools,1991-01-17,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b038f011_04.pdf,Cornell_RetailEd,6178_010b038f011_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b038f011_04.pdf,"Allied Employers, Inc.",Retail Clerks Union Local No. 1105,WA,Washington,53,Private,44511,Supermarkets and Grocery Stores,1968-04-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f045_11.pdf,Cornell_RetailEd,6178_009b131f045_11.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f045_11.pdf,Quaker Cash Markets,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local 372",OH,Ohio,39,Private,44511,Supermarkets and Grocery Stores,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_001b023f014_02.pdf,Cornell_RetailEd,6178_001b023f014_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_001b023f014_02.pdf,Seattle-King County Pharmaceutical Society,"Pharmacists and Retail Drug Store Employees Union Local No. 330, R.C.I.A.",WA,Washington,53,Private,44511,Supermarkets and Grocery Stores,1968-10-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f014_02.pdf,Cornell_RetailEd,6178_009b130f014_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f014_02.pdf,,Meat Cutters Local Union #564,FL,Florida,12,Private,44521,Meat Markets,1936-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b183f013_06.pdf,Cornell_RetailEd,6178_008b183f013_06.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b183f013_06.pdf,"The Board of Education of Unified School District 259, Wichita, Kansas","Service Employees Union, Local 513",KS,Kansas,20,Public,61111,Elementary and Secondary Schools,1989-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b188f004_02.pdf,Cornell_RetailEd,6178_008b188f004_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b188f004_02.pdf,"Board of Education, Unified School District No. 259",NEA-Wichita,KS,Kansas,20,Public,61111,Elementary and Secondary Schools,1981-08-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f007_01.pdf,Cornell_RetailEd,6178_009b130f007_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f007_01.pdf,United Master Butchers’ Association,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local 571",IL,Illinois,17,Private,44521,Meat Markets,1926-12-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b039f026_02.pdf,Cornell_RetailEd,6178_010b039f026_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b039f026_02.pdf,Gasoline Retailers Association of Metropolitan Chicago,"Truck Drivers, Oil Drivers, Filling Station and Platform Workers Union, Local No. 705",IL,Illinois,17,Private,44711,Gasoline Stations,1962-11-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b188f015_03.pdf,Cornell_RetailEd,6178_008b188f015_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b188f015_03.pdf,Board of Education of the City School District of the City of New York,"Board of Education Employees, Local 372, District Council 37, American Federation of State, County and Municipal Employees, AFL-CIO",NY,New York,36,Public,61111,Elementary and Secondary Schools,1982-09-09,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b187f008_02.pdf,Cornell_RetailEd,6178_008b187f008_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b187f008_02.pdf,Cincinnati Public Schools,,OH,Ohio,39,Public,61111,Elementary and Secondary Schools,1980-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f020_04.pdf,Cornell_RetailEd,6178_009b130f020_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f020_04.pdf,Parkview Pharmacy,"Retail Clerks International Protective Association, Local 535",MO,Missouri,29,Private,44511,Supermarkets and Grocery Stores,1938-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b182f013_02.pdf,Cornell_RetailEd,6178_008b182f013_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b182f013_02.pdf,Jordan School District,Jordan Education Association,UT,Utah,49,Public,61111,Elementary and Secondary Schools,1992-09-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b185f019_02.pdf,Cornell_RetailEd,6178_008b185f019_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b185f019_02.pdf,Salem-Keizer School District 24J,Salem Education Association,OR,Oregon,41,Public,61111,Elementary and Secondary Schools,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b172f001_05.pdf,Cornell_RetailEd,6178_008b172f001_05.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b172f001_05.pdf,Standard Brands Paint Co.,"United Food & Commercial Workers International Union, Locals 135, 324, 373, 428, 588, 770, 775, 839, 870, 905, 1036, 1100, 1119, 1167, 1179, 1288, 1428, 1442 and 1532",CA,California,06,Private,44511,Supermarkets and Grocery Stores,1991-11-27,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f043_01.pdf,Cornell_RetailEd,6178_009b131f043_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f043_01.pdf,L. L. Coryell Oil Company,"Gasoline Service Station and Warehouse Employees Union, Local 18362",MO,Missouri,29,Private,44711,Gasoline Stations,1936-04-21,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f023_02.pdf,Cornell_RetailEd,6178_009b131f023_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f023_02.pdf,Retail Merchants of the City of Princeton and Vicinity,"Retail Clerks’ International Protective Association, Local 416",IN,Indiana,18,Private,44511,Supermarkets and Grocery Stores,1939-04-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b184f007_01.pdf,Cornell_RetailEd,6178_008b184f007_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b184f007_01.pdf,Spokane School District #81,Spokane Education Association,WA,Washington,53,Public,61111,Elementary and Secondary Schools,1979-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b188f013_03.pdf,Cornell_RetailEd,6178_008b188f013_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b188f013_03.pdf,Board of Education of the Dayton City School District,Dayton Education Association,OH,Ohio,39,Public,61111,Elementary and Secondary Schools,1983-03-09,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b172f002_01.pdf,Cornell_RetailEd,6178_008b172f002_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b172f002_01.pdf,Illinois Food Retailers Associations Independent Food Stores,"Retail Clerks Union, Local 1540",IL,Illinois,17,Private,44511,Supermarkets and Grocery Stores,1975-06-16,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_015b011f002_02.pdf,Cornell_RetailEd,6178_015b011f002_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_015b011f002_02.pdf,Dallas Division of The Kroger Co.,"Retail Clerks Union, Local No. 368",TX,Texas,48,Private,44511,Supermarkets and Grocery Stores,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b181f012_03.pdf,Cornell_RetailEd,6178_008b181f012_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b181f012_03.pdf,"Rutgers, The State University of New Jersey",,NJ,New Jersey,34,Public,61131,Colleges and Universities,1980-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b173f004_10.pdf,Cornell_RetailEd,6178_008b173f004_10.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b173f004_10.pdf,"Allied Employers, Inc.",United Food & Commercial Workers Union Local No. 1439,WA,Washington,53,Private,44511,Supermarkets and Grocery Stores,1987-10-04,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b038f028_01.pdf,Cornell_RetailEd,6178_010b038f028_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b038f028_01.pdf,The Kroger Co. of Pittsburgh,"Amalgamated Food Employees Union, Local 590",PA,Pennsylvania,42,Private,44511,Supermarkets and Grocery Stores,1951-09-27,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f045_10.pdf,Cornell_RetailEd,6178_009b131f045_10.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f045_10.pdf,M H AlA/l l,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local 559",IL,Illinois,17,Private,44521,Meat Markets,1940-11-15,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_001b022f012_05.pdf,Cornell_RetailEd,6178_001b022f012_05.pdf,Cornell Archive/Cornell-RetailEducation/6178_001b022f012_05.pdf,,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local 546",IL,Illinois,17,Private,44521,Meat Markets,1964-10-04,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b182f014_02.pdf,Cornell_RetailEd,6178_008b182f014_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b182f014_02.pdf,"Board of Education of Independent School District No. 625, Saint Paul, Minnesota","Saint Paul Federation of Teachers, American Federation of Teachers, Local 28",MN,Minnesota,27,Public,61111,Elementary and Secondary Schools,1995-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b187f010_01.pdf,Cornell_RetailEd,6178_008b187f010_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b187f010_01.pdf,Phoenix Union High School District,,AZ,Arizona,04,Public,61111,Elementary and Secondary Schools,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f008_01.pdf,Cornell_RetailEd,6178_009b131f008_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f008_01.pdf,Crawford Clothing Stores,"Retail Clothing Salesmen’s Union, Local 1006",NY,New York,36,Private,45221,Department Stores,1936-09-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b179f010_06.pdf,Cornell_RetailEd,6178_008b179f010_06.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b179f010_06.pdf,School Committee of the City of Boston,"Boston Teachers Union, Local 66",MA,Massachusetts,25,Public,61111,Elementary and Secondary Schools,1986-09-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b179f001_06.pdf,Cornell_RetailEd,6178_008b179f001_06.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b179f001_06.pdf,Pittsburgh School District,Pittsburgh Federation of Teachers,PA,Pennsylvania,42,Public,61111,Elementary and Secondary Schools,1992-09-07,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f015_26.pdf,Cornell_RetailEd,6178_009b130f015_26.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f015_26.pdf,Theurer-Norton Provision Company,"Amalgamated Meat Cutters and Butcher Workmen of North America, Local 500",OH,Ohio,39,Private,311611,Animal Slaughtering (Meat Packing),1938-10-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b176f016_03.pdf,Cornell_RetailEd,6178_008b176f016_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b176f016_03.pdf,"Food Employers, Inc.",United Food & Commercial Workers Union Local No. 555,OR,Oregon,41,Private,44511,Supermarkets and Grocery Stores,1987-07-12,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b176f021_01.pdf,Cornell_RetailEd,6178_008b176f021_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b176f021_01.pdf,"The Kroger Co. of Charleston, West Virginia","Amalgamated Meat Cutters and Butcher Workmen of North America, Local No. 347",WV,West Virginia,54,Private,44511,Supermarkets and Grocery Stores,1962-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b188f009_04.pdf,Cornell_RetailEd,6178_008b188f009_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b188f009_04.pdf,Board of Regents of the University of Hawaii,University of Hawaii Professional Assembly,HI,Hawaii,15,Public,61131,Colleges and Universities,1985-04-19,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b188f011_06.pdf,Cornell_RetailEd,6178_008b188f011_06.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b188f011_06.pdf,Mt. Diablo Unified School District,Mt. Diablo Education Association/CTA/NEA,CA,California,06,Public,61111,Elementary and Secondary Schools,1988-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f007_02.pdf,Cornell_RetailEd,6178_009b131f007_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f007_02.pdf,"The Clothing Merchants Association, Inc.","Retail Women's Apparel Salespeople's Union, Local 1125",NY,New York,36,Private,45221,Department Stores,1936-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b184f011_03.pdf,Cornell_RetailEd,6178_008b184f011_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b184f011_03.pdf,Commonwealth of Pennsylvania,Association of State College and University Faculties (APSCUF),PA,Pennsylvania,42,Public,61131,Colleges and Universities,1974-09-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b038f007_03.pdf,Cornell_RetailEd,6178_010b038f007_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b038f007_03.pdf,"Food Employers Council, Inc.","Amalgamated Meat Cutters and Butcher Workmen of North America, Local 421",CA,California,06,Private,44521,Meat Markets,1964-12-18,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f011_02.pdf,Cornell_RetailEd,6178_009b130f011_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f011_02.pdf,Jamestown Motor Sales Inc.,International Association of Machinists,NY,New York,36,Private,44711,Gasoline Stations,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b131f045_13.pdf,Cornell_RetailEd,6178_009b131f045_13.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b131f045_13.pdf,Sanitary Grocery Company,"Amalgamated Meat Cutters & Butcher Workmen of N. A., Local 555",DC,District of Columbia,11,Private,44511,Supermarkets and Grocery Stores,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b183f011_02.pdf,Cornell_RetailEd,6178_008b183f011_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b183f011_02.pdf,School Board of Brevard County,"Brevard Federation of Teachers, Local 2098, FEA/United, American Federation of Teachers, AFL-CIO",FL,Florida,12,Public,61111,Elementary and Secondary Schools,1992-11-10,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_015b011f007_02.pdf,Cornell_RetailEd,6178_015b011f007_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_015b011f007_02.pdf,"Cunningham Drug Stores, Incorporated","Retail Store Employees Union, Local No. 876",MI,Michigan,26,Private,44511,Supermarkets and Grocery Stores,1977-05-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b186f002_01.pdf,Cornell_RetailEd,6178_008b186f002_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b186f002_01.pdf,The School Board of Lee County,Teachers Association of Lee County,FL,Florida,12,Public,61111,Elementary and Secondary Schools,1984-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b038f037_01.pdf,Cornell_RetailEd,6178_010b038f037_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b038f037_01.pdf,,"Retail Food and Grocery Clerks Union, Local No. 789",MN,Minnesota,27,,44511,Supermarkets and Grocery Stores,1960-02-23,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b038f018_01.pdf,Cornell_RetailEd,6178_010b038f018_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b038f018_01.pdf,,"Food and Drug Clerks Union, Local 1092",OR,Oregon,41,,44511,Supermarkets and Grocery Stores,,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b183f007_02.pdf,Cornell_RetailEd,6178_008b183f007_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b183f007_02.pdf,"The School Board of Broward County, Florida",Federation of Public Employees,FL,Florida,12,Public,61111,Elementary and Secondary Schools,1988-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b182f011_01.pdf,Cornell_RetailEd,6178_008b182f011_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b182f011_01.pdf,State of Wisconsin,Teaching Assistants' Association,WI,Wisconsin,55,Public,61131,Colleges and Universities,1993-11-13,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_001b023f007_03.pdf,Cornell_RetailEd,6178_001b023f007_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_001b023f007_03.pdf,"STANDARD STATIONS, INC.",WESTERN STATES SERVICE STATION EMPLOYEES UNION,CA,California,06,Private,44711,Gasoline Stations,1970-04-16,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b132f015_02.pdf,Cornell_RetailEd,6178_009b132f015_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b132f015_02.pdf,Finsterwald Clothing Co.,"Retail Clerks International Protective Association, Local 1050",MI,Michigan,26,Private,45221,Department Stores,1942-03-16,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b176f009_04.pdf,Cornell_RetailEd,6178_008b176f009_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b176f009_04.pdf,"Food Employers Council, Inc.","International Brotherhood of Teamsters, Chauffeurs, Warehousemen, and Helpers of America, Local 467",CA,California,06,Private,44511,Supermarkets and Grocery Stores,1982-09-06,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f004_08.pdf,Cornell_RetailEd,6178_009b130f004_08.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f004_08.pdf,Name of Firm,"Retail Clerks International Protective Association, Local 381",WA,Washington,53,Private,44511,Supermarkets and Grocery Stores,1935-01-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_015b011f003_06.pdf,Cornell_RetailEd,6178_015b011f003_06.pdf,Cornell Archive/Cornell-RetailEducation/6178_015b011f003_06.pdf,"Fernandes Super Markets, Inc.","Southeast Food Handlers Local Union No. 4A, United Food and Commercial Workers International Union, AFL-CIO",MA,Massachusetts,25,Private,44511,Supermarkets and Grocery Stores,1980-11-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_009b130f011_13.pdf,Cornell_RetailEd,6178_009b130f011_13.pdf,Cornell Archive/Cornell-RetailEducation/6178_009b130f011_13.pdf,Dealers and Garage Owners of Memphis,"International Association of Machinists, Local No. 14",TN,Tennessee,47,Private,44711,Gasoline Stations,1938-09-15,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b039f033_16.pdf,Cornell_RetailEd,6178_010b039f033_16.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b039f033_16.pdf,National Tea Co.,"International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America, Local Union No. 371",IL,Illinois,17,Private,44511,Supermarkets and Grocery Stores,1964-04-05,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b175f008_01.pdf,Cornell_RetailEd,6178_008b175f008_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b175f008_01.pdf,The Kroger Co.,"Retail Store Employees Union, Local 1099",OH,Ohio,39,Private,44511,Supermarkets and Grocery Stores,1968-06-07,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_010b038f010_02.pdf,Cornell_RetailEd,6178_010b038f010_02.pdf,Cornell Archive/Cornell-RetailEducation/6178_010b038f010_02.pdf,"Food Fair Stores, Inc.","Retail Food Clerks Union, Local 1245",NJ,New Jersey,34,Private,44511,Supermarkets and Grocery Stores,1962-09-03,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b187f006_01.pdf,Cornell_RetailEd,6178_008b187f006_01.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b187f006_01.pdf,Board of School Commissioners of the City of Indianapolis,Indianapolis Education Association,IN,Indiana,18,Public,61111,Elementary and Secondary Schools,1978-08-27,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b184f009_03.pdf,Cornell_RetailEd,6178_008b184f009_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b184f009_03.pdf,"Board of Directors, Tacoma School District No. 10",Tacoma Association of Classroom Teachers,WA,Washington,53,Public,61111,Elementary and Secondary Schools,1978-07-01,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_003b017f001_03.pdf,Cornell_RetailEd,6178_003b017f001_03.pdf,Cornell Archive/Cornell-RetailEducation/6178_003b017f001_03.pdf,,"Service and Maintenance Employees' Union, Local 399",CA,California,06,Private,56172,Janitorial Services,1968-11-04,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b174f002_04.pdf,Cornell_RetailEd,6178_008b174f002_04.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b174f002_04.pdf,Kroger Company,"United Food and Commercial Workers Union, Local 725R",IN,Indiana,18,Private,44511,Supermarkets and Grocery Stores,1981-05-17,,,0,OpenAI_API,0,0,,,,,,
Cornell_RetailEd_6178_008b177f007_10.pdf,Cornell_RetailEd,6178_008b177f007_10.pdf,Cornell Archive/Cornell-RetailEducation/6178_008b177f007_10.pdf,FOODTOWN SUPERMARKETS,"United Food and Commercial Workers Union, Local 1262",NJ,New Jersey,34,Private,44511,Supermarkets and Grocery Stores,1990-04-08,,,0,OpenAI_API,0,0,,,,,,
